Dataset, #TrainingReleases, Classifier, Feature, TruePositive, FalsePositive, TrueNegative, FalseNegative, Cost, Precision, Recall, AUC, Kappa, FMeasure
SYNCOPE,25,NAIVE_BAYES,BESTFIRST,24,90,1309,55,0.0,0.21052631578947367,0.3037974683544304,0.7494322345979497,0.19806766900412334,0.2487046632124352
SYNCOPE,25,NAIVE_BAYES,GREEDYSTEPWISE,24,90,1309,55,0.0,0.21052631578947367,0.3037974683544304,0.7494322345979497,0.19806766900412334,0.2487046632124352
SYNCOPE,25,NAIVE_BAYES,OVERSAMPLING,39,301,1098,40,0.0,0.11470588235294117,0.4936708860759494,0.7137557568244949,0.10885455529190421,0.18615751789976134
SYNCOPE,25,NAIVE_BAYES,UNDERSAMPLING,47,423,976,32,0.0,0.1,0.5949367088607594,0.7158141891586214,0.08773105504624497,0.17122040072859745
SYNCOPE,25,NAIVE_BAYES,SMOTE,49,457,942,30,0.0,0.09683794466403162,0.620253164556962,0.7161761113272591,0.08270356654033109,0.1675213675213675
SYNCOPE,25,NAIVE_BAYES,COST_SENSITIVE_CLASSIFIER,45,404,995,34,744.0,0.10022271714922049,0.569620253164557,0.6404212774042942,0.08750257244425887,0.17045454545454547
SYNCOPE,26,NAIVE_BAYES,NONE,17,25,1208,78,0.0,0.40476190476190477,0.17894736842105263,0.7562556025099244,0.21368621950378247,0.24817518248175185
SYNCOPE,26,NAIVE_BAYES,BESTFIRST,9,10,1223,86,0.0,0.47368421052631576,0.09473684210526316,0.7686131386861313,0.13732389600898556,0.15789473684210525
SYNCOPE,26,NAIVE_BAYES,GREEDYSTEPWISE,9,10,1223,86,0.0,0.47368421052631576,0.09473684210526316,0.7686131386861313,0.13732389600898556,0.15789473684210525
SYNCOPE,26,NAIVE_BAYES,OVERSAMPLING,17,28,1205,78,0.0,0.37777777777777777,0.17894736842105263,0.7583770862679814,0.20635958730337747,0.24285714285714288
SYNCOPE,26,NAIVE_BAYES,UNDERSAMPLING,26,44,1189,69,0.0,0.37142857142857144,0.2736842105263158,0.7576770393136125,0.2708969002040626,0.3151515151515152
SYNCOPE,26,NAIVE_BAYES,SMOTE,27,44,1189,68,0.0,0.38028169014084506,0.28421052631578947,0.7578520510522048,0.2813227804675341,0.3253012048192771
SYNCOPE,26,NAIVE_BAYES,COST_SENSITIVE_CLASSIFIER,24,38,1195,71,748.0,0.3870967741935484,0.25263157894736843,0.6109062193195886,0.26415746558490366,0.3057324840764331
SYNCOPE,27,NAIVE_BAYES,NONE,7,19,1233,97,0.0,0.2692307692307692,0.0673076923076923,0.74187069918899,0.07945128517252721,0.1076923076923077
SYNCOPE,27,NAIVE_BAYES,BESTFIRST,10,11,1241,94,0.0,0.47619047619047616,0.09615384615384616,0.7555411341853036,0.13778068454327466,0.16
SYNCOPE,27,NAIVE_BAYES,GREEDYSTEPWISE,10,11,1241,94,0.0,0.47619047619047616,0.09615384615384616,0.7555411341853036,0.13778068454327466,0.16
SYNCOPE,27,NAIVE_BAYES,OVERSAMPLING,5,18,1234,99,0.0,0.21739130434782608,0.04807692307692308,0.74268478127304,0.05241656114867265,0.07874015748031496
SYNCOPE,27,NAIVE_BAYES,UNDERSAMPLING,13,32,1220,91,0.0,0.28888888888888886,0.125,0.7406956561808798,0.13439621348944444,0.174496644295302
SYNCOPE,27,NAIVE_BAYES,SMOTE,14,33,1219,90,0.0,0.2978723404255319,0.1346153846153846,0.7446086261980831,0.14458918863473216,0.18543046357615894
SYNCOPE,27,NAIVE_BAYES,COST_SENSITIVE_CLASSIFIER,12,26,1226,92,946.0,0.3157894736842105,0.11538461538461539,0.5473089211108381,0.13344309172046326,0.16901408450704222
SYNCOPE,28,NAIVE_BAYES,NONE,42,42,1248,120,0.0,0.5,0.25925925925925924,0.817824672217437,0.28714815622954426,0.3414634146341463
SYNCOPE,28,NAIVE_BAYES,BESTFIRST,29,21,1269,133,0.0,0.58,0.17901234567901234,0.8186883912336109,0.23323183277096496,0.27358490566037735
SYNCOPE,28,NAIVE_BAYES,GREEDYSTEPWISE,29,21,1269,133,0.0,0.58,0.17901234567901234,0.8186883912336109,0.23323183277096496,0.27358490566037735
SYNCOPE,28,NAIVE_BAYES,OVERSAMPLING,41,43,1247,121,0.0,0.4880952380952381,0.25308641975308643,0.815874724854053,0.27834751618299497,0.3333333333333333
SYNCOPE,28,NAIVE_BAYES,UNDERSAMPLING,61,65,1225,101,0.0,0.48412698412698413,0.3765432098765432,0.819195616805436,0.3612542135724736,0.4236111111111111
SYNCOPE,28,NAIVE_BAYES,SMOTE,63,72,1218,99,0.0,0.4666666666666667,0.3888888888888889,0.8189324337257153,0.3592530657748048,0.42424242424242425
SYNCOPE,28,NAIVE_BAYES,COST_SENSITIVE_CLASSIFIER,51,61,1229,111,1171.0,0.45535714285714285,0.3148148148148148,0.6337639965546942,0.3092598738798539,0.3722627737226277
SYNCOPE,29,NAIVE_BAYES,NONE,47,30,1365,109,0.0,0.6103896103896104,0.30128205128205127,0.8246875287197868,0.36095079722195006,0.4034334763948498
SYNCOPE,29,NAIVE_BAYES,BESTFIRST,40,28,1367,116,0.0,0.5882352941176471,0.2564102564102564,0.8333677970774745,0.31533254855797554,0.35714285714285715
SYNCOPE,29,NAIVE_BAYES,GREEDYSTEPWISE,40,28,1367,116,0.0,0.5882352941176471,0.2564102564102564,0.8333677970774745,0.31533254855797554,0.35714285714285715
SYNCOPE,29,NAIVE_BAYES,OVERSAMPLING,45,28,1367,111,0.0,0.6164383561643836,0.28846153846153844,0.8222474956345924,0.3514228210936723,0.3930131004366812
SYNCOPE,29,NAIVE_BAYES,UNDERSAMPLING,61,69,1326,95,0.0,0.46923076923076923,0.391025641025641,0.8208275893759764,0.36886453975674016,0.42657342657342656
SYNCOPE,29,NAIVE_BAYES,SMOTE,64,70,1325,92,0.0,0.47761194029850745,0.41025641025641024,0.8254181600955794,0.3841345941732724,0.4413793103448276
SYNCOPE,29,NAIVE_BAYES,COST_SENSITIVE_CLASSIFIER,56,52,1343,100,1052.0,0.5185185185185185,0.358974358974359,0.6608491866556383,0.37261288880372967,0.42424242424242425
SYNCOPE,30,NAIVE_BAYES,NONE,16,6,1384,171,0.0,0.7272727272727273,0.0855614973262032,0.7775593429000115,0.13142688220559207,0.15311004784688995
SYNCOPE,30,NAIVE_BAYES,BESTFIRST,19,10,1380,168,0.0,0.6551724137931034,0.10160427807486631,0.7705401454237679,0.1488237826954445,0.17592592592592596
SYNCOPE,30,NAIVE_BAYES,GREEDYSTEPWISE,19,10,1380,168,0.0,0.6551724137931034,0.10160427807486631,0.7705401454237679,0.1488237826954445,0.17592592592592596
SYNCOPE,30,NAIVE_BAYES,OVERSAMPLING,17,6,1384,170,0.0,0.7391304347826086,0.09090909090909091,0.779963836417497,0.13955507055876534,0.1619047619047619
SYNCOPE,30,NAIVE_BAYES,UNDERSAMPLING,31,21,1369,156,0.0,0.5961538461538461,0.1657754010695187,0.776661024121879,0.21912128799429323,0.2594142259414226
SYNCOPE,30,NAIVE_BAYES,SMOTE,33,22,1368,154,0.0,0.6,0.17647058823529413,0.780304312699573,0.23129417499390642,0.2727272727272727
SYNCOPE,30,NAIVE_BAYES,COST_SENSITIVE_CLASSIFIER,25,16,1374,162,1636.0,0.6097560975609756,0.13368983957219252,0.561089524102643,0.1845204548227593,0.21929824561403513
SYNCOPE,31,NAIVE_BAYES,NONE,11,26,1483,96,0.0,0.2972972972972973,0.102803738317757,0.7336758266599779,0.12293470233911366,0.15277777777777776
SYNCOPE,31,NAIVE_BAYES,BESTFIRST,18,28,1481,89,0.0,0.391304347826087,0.16822429906542055,0.7491189932058738,0.20358544927633945,0.23529411764705882
SYNCOPE,31,NAIVE_BAYES,GREEDYSTEPWISE,18,28,1481,89,0.0,0.391304347826087,0.16822429906542055,0.7491189932058738,0.20358544927633945,0.23529411764705882
SYNCOPE,31,NAIVE_BAYES,OVERSAMPLING,11,25,1484,96,0.0,0.3055555555555556,0.102803738317757,0.7350135944457863,0.12466425527343013,0.15384615384615383
SYNCOPE,31,NAIVE_BAYES,UNDERSAMPLING,20,63,1446,87,0.0,0.24096385542168675,0.18691588785046728,0.7326694041359321,0.16205172878684201,0.21052631578947364
SYNCOPE,31,NAIVE_BAYES,SMOTE,19,58,1451,88,0.0,0.24675324675324675,0.17757009345794392,0.7349702408601352,0.159969522832953,0.20652173913043478
SYNCOPE,31,NAIVE_BAYES,COST_SENSITIVE_CLASSIFIER,18,46,1463,89,936.0,0.28125,0.16822429906542055,0.5688702674916235,0.16935729515686887,0.21052631578947367
SYNCOPE,32,NAIVE_BAYES,NONE,7,8,1505,100,0.0,0.4666666666666667,0.06542056074766354,0.7587389045715944,0.10013886745872597,0.11475409836065573
SYNCOPE,32,NAIVE_BAYES,BESTFIRST,13,18,1495,94,0.0,0.41935483870967744,0.12149532710280374,0.7601812330518682,0.163585738915575,0.18840579710144928
SYNCOPE,32,NAIVE_BAYES,GREEDYSTEPWISE,13,18,1495,94,0.0,0.41935483870967744,0.12149532710280374,0.7601812330518682,0.163585738915575,0.18840579710144928
SYNCOPE,32,NAIVE_BAYES,OVERSAMPLING,7,8,1505,100,0.0,0.4666666666666667,0.06542056074766354,0.7666238394969455,0.10013886745872597,0.11475409836065573
SYNCOPE,32,NAIVE_BAYES,UNDERSAMPLING,13,17,1496,94,0.0,0.43333333333333335,0.12149532710280374,0.7655459537590107,0.16564587973273917,0.18978102189781024
SYNCOPE,32,NAIVE_BAYES,SMOTE,13,19,1494,94,0.0,0.40625,0.12149532710280374,0.7614536941522382,0.16155213161607124,0.18705035971223022
SYNCOPE,32,NAIVE_BAYES,COST_SENSITIVE_CLASSIFIER,11,15,1498,96,975.0,0.4230769230769231,0.102803738317757,0.5464448301635051,0.1432900102908109,0.16541353383458648
SYNCOPE,33,NAIVE_BAYES,NONE,6,7,1516,92,0.0,0.46153846153846156,0.061224489795918366,0.755862489447519,0.09529661805246267,0.10810810810810811
SYNCOPE,33,NAIVE_BAYES,BESTFIRST,13,16,1507,85,0.0,0.4482758620689655,0.1326530612244898,0.7618824286116285,0.18214333884495695,0.2047244094488189
SYNCOPE,33,NAIVE_BAYES,GREEDYSTEPWISE,13,16,1507,85,0.0,0.4482758620689655,0.1326530612244898,0.7618824286116285,0.18214333884495695,0.2047244094488189
SYNCOPE,33,NAIVE_BAYES,OVERSAMPLING,6,8,1515,92,0.0,0.42857142857142855,0.061224489795918366,0.7629376767121819,0.09344100935081194,0.10714285714285714
SYNCOPE,33,NAIVE_BAYES,UNDERSAMPLING,12,15,1508,86,0.0,0.4444444444444444,0.12244897959183673,0.7565425382234312,0.17033136880298774,0.192
SYNCOPE,33,NAIVE_BAYES,SMOTE,13,17,1506,85,0.0,0.43333333333333335,0.1326530612244898,0.7576915861551449,0.17988373477242967,0.203125
SYNCOPE,33,NAIVE_BAYES,COST_SENSITIVE_CLASSIFIER,9,13,1510,89,903.0,0.4090909090909091,0.09183673469387756,0.541650475029145,0.13073056864064528,0.15
SYNCOPE,2,IBK,NONE,0,0,481,10,0.0,0.0,0.0,0.6328482328482329,0.0,0.0
SYNCOPE,2,IBK,BESTFIRST,0,0,481,10,0.0,0.0,0.0,0.4498960498960499,0.0,0.0
SYNCOPE,2,IBK,GREEDYSTEPWISE,0,0,481,10,0.0,0.0,0.0,0.4498960498960499,0.0,0.0
SYNCOPE,2,IBK,OVERSAMPLING,0,0,481,10,0.0,0.0,0.0,0.6090436590436591,0.0,0.0
SYNCOPE,2,IBK,UNDERSAMPLING,0,2,479,10,0.0,0.0,0.0,0.4979209979209979,-0.006835269993168923,0.0
SYNCOPE,2,IBK,SMOTE,0,0,481,10,0.0,0.0,0.0,0.6328482328482329,0.0,0.0
SYNCOPE,2,IBK,COST_SENSITIVE_CLASSIFIER,0,0,481,10,100.0,0.0,0.0,0.5,0.0,0.0
SYNCOPE,3,IBK,NONE,0,0,482,9,0.0,0.0,0.0,0.49688796680497926,0.0,0.0
SYNCOPE,3,IBK,BESTFIRST,0,0,482,9,0.0,0.0,0.0,0.495850622406639,0.0,0.0
SYNCOPE,3,IBK,GREEDYSTEPWISE,0,0,482,9,0.0,0.0,0.0,0.495850622406639,0.0,0.0
SYNCOPE,3,IBK,OVERSAMPLING,0,0,482,9,0.0,0.0,0.0,0.49781005071461504,0.0,0.0
SYNCOPE,3,IBK,UNDERSAMPLING,0,0,482,9,0.0,0.0,0.0,0.5,0.0,0.0
SYNCOPE,3,IBK,SMOTE,0,28,454,9,0.0,0.0,0.0,0.4598893499308437,-0.02853422408424284,0.0
SYNCOPE,3,IBK,COST_SENSITIVE_CLASSIFIER,0,0,482,9,90.0,0.0,0.0,0.5,0.0,0.0
SYNCOPE,4,IBK,NONE,0,21,485,14,0.0,0.0,0.0,0.5178571428571429,-0.03338632750397477,0.0
SYNCOPE,4,IBK,BESTFIRST,0,3,503,14,0.0,0.0,0.0,0.5392433653303218,-0.009593421653723714,0.0
SYNCOPE,4,IBK,GREEDYSTEPWISE,0,3,503,14,0.0,0.0,0.0,0.5392433653303218,-0.009593421653723714,0.0
SYNCOPE,4,IBK,OVERSAMPLING,0,25,481,14,0.0,0.0,0.0,0.5530773574251835,-0.03575076608784475,0.0
SYNCOPE,4,IBK,UNDERSAMPLING,1,112,394,13,0.0,0.008849557522123894,0.07142857142857142,0.42504234895539245,-0.033780774858451774,0.015748031496062992
SYNCOPE,4,IBK,SMOTE,1,138,368,13,0.0,0.007194244604316547,0.07142857142857142,0.4786843591191417,-0.03769096579795958,0.013071895424836603
SYNCOPE,4,IBK,COST_SENSITIVE_CLASSIFIER,0,21,485,14,161.0,0.0,0.0,0.4792490118577075,-0.03338632750397477,0.0
SYNCOPE,5,IBK,NONE,0,0,460,126,0.0,0.0,0.0,0.5370341614906833,0.0,0.0
SYNCOPE,5,IBK,BESTFIRST,1,0,460,125,0.0,1.0,0.007936507936507936,0.6872066942719116,0.012403936901712695,0.015748031496062992
SYNCOPE,5,IBK,GREEDYSTEPWISE,1,0,460,125,0.0,1.0,0.007936507936507936,0.6872066942719116,0.012403936901712695,0.015748031496062992
SYNCOPE,5,IBK,OVERSAMPLING,0,1,459,126,0.0,0.0,0.0,0.4910886818495514,-0.003397600107860141,0.0
SYNCOPE,5,IBK,UNDERSAMPLING,88,177,283,38,0.0,0.3320754716981132,0.6984126984126984,0.6568150448585232,0.2239414583666982,0.45012787723785164
SYNCOPE,5,IBK,SMOTE,7,14,446,119,0.0,0.3333333333333333,0.05555555555555555,0.5466959972394755,0.036017316017315795,0.09523809523809525
SYNCOPE,5,IBK,COST_SENSITIVE_CLASSIFIER,0,0,460,126,1260.0,0.0,0.0,0.5,0.0,0.0
SYNCOPE,6,IBK,NONE,0,0,543,81,0.0,0.0,0.0,0.6253666189209467,0.0,0.0
SYNCOPE,6,IBK,BESTFIRST,0,0,543,81,0.0,0.0,0.0,0.7009526407930337,0.0,0.0
SYNCOPE,6,IBK,GREEDYSTEPWISE,0,0,543,81,0.0,0.0,0.0,0.7009526407930337,0.0,0.0
SYNCOPE,6,IBK,OVERSAMPLING,0,0,543,81,0.0,0.0,0.0,0.5636609599163314,0.0,0.0
SYNCOPE,6,IBK,UNDERSAMPLING,36,78,465,45,0.0,0.3157894736842105,0.4444444444444444,0.6503990178023327,0.2563655388908267,0.36923076923076925
SYNCOPE,6,IBK,SMOTE,0,3,540,81,0.0,0.0,0.0,0.6229793329240843,-0.00935875216637738,0.0
SYNCOPE,6,IBK,COST_SENSITIVE_CLASSIFIER,0,0,543,81,810.0,0.0,0.0,0.5,0.0,0.0
SYNCOPE,7,IBK,NONE,0,0,575,63,0.0,0.0,0.0,0.6598343685300208,0.0,0.0
SYNCOPE,7,IBK,BESTFIRST,5,10,565,58,0.0,0.3333333333333333,0.07936507936507936,0.6324085576259489,0.09378785979863795,0.1282051282051282
SYNCOPE,7,IBK,GREEDYSTEPWISE,5,7,568,58,0.0,0.4166666666666667,0.07936507936507936,0.6352657004830918,0.1050541672061803,0.13333333333333333
SYNCOPE,7,IBK,OVERSAMPLING,0,0,575,63,0.0,0.0,0.0,0.6294409937888199,0.0,0.0
SYNCOPE,7,IBK,UNDERSAMPLING,7,24,551,56,0.0,0.22580645161290322,0.1111111111111111,0.582663906142167,0.0896443477330289,0.14893617021276595
SYNCOPE,7,IBK,SMOTE,2,11,564,61,0.0,0.15384615384615385,0.031746031746031744,0.6600966183574879,0.019509071504802467,0.05263157894736842
SYNCOPE,7,IBK,COST_SENSITIVE_CLASSIFIER,0,0,575,63,630.0,0.0,0.0,0.5,0.0,0.0
SYNCOPE,8,IBK,NONE,0,0,567,78,0.0,0.0,0.0,0.6848234070456293,0.0,0.0
SYNCOPE,8,IBK,BESTFIRST,0,0,567,78,0.0,0.0,0.0,0.4991181657848324,0.0,0.0
SYNCOPE,8,IBK,GREEDYSTEPWISE,0,0,567,78,0.0,0.0,0.0,0.4991181657848324,0.0,0.0
SYNCOPE,8,IBK,OVERSAMPLING,0,0,567,78,0.0,0.0,0.0,0.7016687016687017,0.0,0.0
SYNCOPE,8,IBK,UNDERSAMPLING,18,49,518,60,0.0,0.26865671641791045,0.23076923076923078,0.5898114231447564,0.15369614676248594,0.2482758620689655
SYNCOPE,8,IBK,SMOTE,27,121,446,51,0.0,0.18243243243243243,0.34615384615384615,0.6782548726993172,0.09571086222917781,0.23893805309734512
SYNCOPE,8,IBK,COST_SENSITIVE_CLASSIFIER,0,0,567,78,780.0,0.0,0.0,0.5,0.0,0.0
SYNCOPE,9,IBK,NONE,4,19,553,69,0.0,0.17391304347826086,0.0547945205479452,0.6084634543538653,0.03077080700795714,0.08333333333333333
SYNCOPE,9,IBK,BESTFIRST,0,0,572,73,0.0,0.0,0.0,0.5444487019829486,0.0,0.0
SYNCOPE,9,IBK,GREEDYSTEPWISE,0,0,572,73,0.0,0.0,0.0,0.5444487019829486,0.0,0.0
SYNCOPE,9,IBK,OVERSAMPLING,4,19,553,69,0.0,0.17391304347826086,0.0547945205479452,0.5329413736947983,0.03077080700795714,0.08333333333333333
SYNCOPE,9,IBK,UNDERSAMPLING,63,400,172,10,0.0,0.13606911447084233,0.863013698630137,0.5860714627837915,0.049158283055637436,0.23507462686567163
SYNCOPE,9,IBK,SMOTE,13,53,519,60,0.0,0.19696969696969696,0.1780821917808219,0.6243294376856021,0.08915382596633298,0.18705035971223022
SYNCOPE,9,IBK,COST_SENSITIVE_CLASSIFIER,4,23,549,69,713.0,0.14814814814814814,0.0547945205479452,0.5072923651690775,0.020112949569007877,0.08
SYNCOPE,10,IBK,NONE,0,1,572,73,0.0,0.0,0.0,0.7006263597025987,-0.003063494061857213,0.0
SYNCOPE,10,IBK,BESTFIRST,0,0,573,73,0.0,0.0,0.0,0.700973009156327,0.0,0.0
SYNCOPE,10,IBK,GREEDYSTEPWISE,0,0,573,73,0.0,0.0,0.0,0.700973009156327,0.0,0.0
SYNCOPE,10,IBK,OVERSAMPLING,0,1,572,73,0.0,0.0,0.0,0.6733605871524541,-0.003063494061857213,0.0
SYNCOPE,10,IBK,UNDERSAMPLING,6,37,536,67,0.0,0.13953488372093023,0.0821917808219178,0.5400439886203352,0.02146872906289158,0.10344827586206896
SYNCOPE,10,IBK,SMOTE,1,5,568,72,0.0,0.16666666666666666,0.0136986301369863,0.7006861268497933,0.008293791618485105,0.02531645569620253
SYNCOPE,10,IBK,COST_SENSITIVE_CLASSIFIER,0,1,572,73,731.0,0.0,0.0,0.49912739965095987,-0.003063494061857213,0.0
SYNCOPE,11,IBK,NONE,4,30,554,62,0.0,0.11764705882352941,0.06060606060606061,0.5980308219178082,0.011766261237440562,0.08
SYNCOPE,11,IBK,BESTFIRST,7,35,549,59,0.0,0.16666666666666666,0.10606060606060606,0.6135974470734745,0.05499876268250422,0.12962962962962962
SYNCOPE,11,IBK,GREEDYSTEPWISE,7,35,549,59,0.0,0.16666666666666666,0.10606060606060606,0.6135974470734745,0.05499876268250422,0.12962962962962962
SYNCOPE,11,IBK,OVERSAMPLING,6,59,525,60,0.0,0.09230769230769231,0.09090909090909091,0.6125726442507264,-0.010186757215619612,0.0916030534351145
SYNCOPE,11,IBK,UNDERSAMPLING,42,339,245,24,0.0,0.11023622047244094,0.6363636363636364,0.5225456621004566,0.01793072447119348,0.1879194630872483
SYNCOPE,11,IBK,SMOTE,11,86,498,55,0.0,0.1134020618556701,0.16666666666666666,0.5889243462017435,0.01606080776415542,0.13496932515337423
SYNCOPE,11,IBK,COST_SENSITIVE_CLASSIFIER,4,45,539,62,665.0,0.08163265306122448,0.06060606060606061,0.49177563304275634,-0.01857004774318266,0.06956521739130435
SYNCOPE,12,IBK,NONE,0,2,555,97,0.0,0.0,0.0,0.6001406651983194,-0.006028776531278053,0.0
SYNCOPE,12,IBK,BESTFIRST,0,1,556,97,0.0,0.0,0.0,0.6011863998963519,-0.003036088766471508,0.0
SYNCOPE,12,IBK,GREEDYSTEPWISE,0,1,556,97,0.0,0.0,0.0,0.6011863998963519,-0.003036088766471508,0.0
SYNCOPE,12,IBK,OVERSAMPLING,1,4,553,96,0.0,0.2,0.010309278350515464,0.5843435932554739,0.005141622805682835,0.0196078431372549
SYNCOPE,12,IBK,UNDERSAMPLING,18,66,491,79,0.0,0.21428571428571427,0.18556701030927836,0.5789761054248644,0.07100452595074368,0.19889502762430936
SYNCOPE,12,IBK,SMOTE,11,54,503,86,0.0,0.16923076923076924,0.1134020618556701,0.5991689648151919,0.019049047547622964,0.1358024691358025
SYNCOPE,12,IBK,COST_SENSITIVE_CLASSIFIER,0,2,555,97,972.0,0.0,0.0,0.4982046678635548,-0.006028776531278053,0.0
SYNCOPE,13,IBK,NONE,4,4,577,71,0.0,0.5,0.05333333333333334,0.598152610441767,0.0760216346153841,0.0963855421686747
SYNCOPE,13,IBK,BESTFIRST,3,2,579,72,0.0,0.6,0.04,0.6173149741824441,0.06158901991107655,0.075
SYNCOPE,13,IBK,GREEDYSTEPWISE,3,2,579,72,0.0,0.6,0.04,0.6173149741824441,0.06158901991107655,0.075
SYNCOPE,13,IBK,OVERSAMPLING,4,5,576,71,0.0,0.4444444444444444,0.05333333333333334,0.6271944922547332,0.07251553372772254,0.09523809523809523
SYNCOPE,13,IBK,UNDERSAMPLING,34,120,461,41,0.0,0.22077922077922077,0.4533333333333333,0.640722891566265,0.1691891381643119,0.296943231441048
SYNCOPE,13,IBK,SMOTE,5,8,573,70,0.0,0.38461538461538464,0.06666666666666667,0.5993459552495697,0.0826490731112626,0.11363636363636365
SYNCOPE,13,IBK,COST_SENSITIVE_CLASSIFIER,4,16,565,71,726.0,0.2,0.05333333333333334,0.5128973034997132,0.037896156439650046,0.08421052631578947
SYNCOPE,14,IBK,NONE,12,57,539,81,0.0,0.17391304347826086,0.12903225806451613,0.5904326333261167,0.03747570456754127,0.14814814814814814
SYNCOPE,14,IBK,BESTFIRST,24,81,515,69,0.0,0.22857142857142856,0.25806451612903225,0.6348415963051165,0.11585052869315242,0.24242424242424246
SYNCOPE,14,IBK,GREEDYSTEPWISE,24,81,515,69,0.0,0.22857142857142856,0.25806451612903225,0.6348415963051165,0.11585052869315242,0.24242424242424246
SYNCOPE,14,IBK,OVERSAMPLING,15,54,542,78,0.0,0.21739130434782608,0.16129032258064516,0.5554052103629934,0.07932458697764824,0.18518518518518517
SYNCOPE,14,IBK,UNDERSAMPLING,56,314,282,37,0.0,0.15135135135135136,0.6021505376344086,0.5354423756945947,0.03336704145299317,0.24190064794816418
SYNCOPE,14,IBK,SMOTE,31,179,417,62,0.0,0.14761904761904762,0.3333333333333333,0.554692574150249,0.021554797386082923,0.20462046204620463
SYNCOPE,14,IBK,COST_SENSITIVE_CLASSIFIER,12,63,533,81,873.0,0.16,0.12903225806451613,0.5116637800389695,0.025402251429245057,0.14285714285714285
SYNCOPE,15,IBK,NONE,2,30,673,17,0.0,0.0625,0.10526315789473684,0.7027027027027027,0.04695837780149278,0.0784313725490196
SYNCOPE,15,IBK,BESTFIRST,2,13,690,17,0.0,0.13333333333333333,0.10526315789473684,0.7485213745601558,0.09667194928684522,0.11764705882352941
SYNCOPE,15,IBK,GREEDYSTEPWISE,2,13,690,17,0.0,0.13333333333333333,0.10526315789473684,0.7485213745601558,0.09667194928684522,0.11764705882352941
SYNCOPE,15,IBK,OVERSAMPLING,2,30,673,17,0.0,0.0625,0.10526315789473684,0.6892640563000674,0.04695837780149278,0.0784313725490196
SYNCOPE,15,IBK,UNDERSAMPLING,8,166,537,11,0.0,0.04597701149425287,0.42105263157894735,0.59478176237179,0.037217291726309755,0.08290155440414507
SYNCOPE,15,IBK,SMOTE,3,61,642,16,0.0,0.046875,0.15789473684210525,0.6963015647226174,0.03304692663582339,0.07228915662650602
SYNCOPE,15,IBK,COST_SENSITIVE_CLASSIFIER,2,32,671,17,202.0,0.058823529411764705,0.10526315789473684,0.5298719772403983,0.0431654676258988,0.07547169811320754
SYNCOPE,16,IBK,NONE,12,46,624,42,0.0,0.20689655172413793,0.2222222222222222,0.681522940851299,0.1485084999465409,0.2142857142857143
SYNCOPE,16,IBK,BESTFIRST,12,45,625,42,0.0,0.21052631578947367,0.2222222222222222,0.6826838032061913,0.15119663648124151,0.21621621621621623
SYNCOPE,16,IBK,GREEDYSTEPWISE,12,45,625,42,0.0,0.21052631578947367,0.2222222222222222,0.6826838032061913,0.15119663648124151,0.21621621621621623
SYNCOPE,16,IBK,OVERSAMPLING,11,35,635,43,0.0,0.2391304347826087,0.2037037037037037,0.7098673300165838,0.16253410843516433,0.22000000000000003
SYNCOPE,16,IBK,UNDERSAMPLING,34,386,284,20,0.0,0.08095238095238096,0.6296296296296297,0.5743090105030404,0.013001316248959064,0.14345991561181434
SYNCOPE,16,IBK,SMOTE,22,102,568,32,0.0,0.1774193548387097,0.4074074074074074,0.6914317302377004,0.15988915829580877,0.24719101123595505
SYNCOPE,16,IBK,COST_SENSITIVE_CLASSIFIER,17,112,558,37,482.0,0.13178294573643412,0.3148148148148148,0.5738253178551685,0.09011470985155207,0.18579234972677597
SYNCOPE,17,IBK,NONE,2,55,712,18,0.0,0.03508771929824561,0.1,0.6629726205997393,0.014883657127178852,0.051948051948051945
SYNCOPE,17,IBK,BESTFIRST,3,59,708,17,0.0,0.04838709677419355,0.15,0.6973598435462842,0.03612982241273715,0.07317073170731707
SYNCOPE,17,IBK,GREEDYSTEPWISE,3,59,708,17,0.0,0.04838709677419355,0.15,0.6973598435462842,0.03612982241273715,0.07317073170731707
SYNCOPE,17,IBK,OVERSAMPLING,2,59,708,18,0.0,0.03278688524590164,0.1,0.6375488917861799,0.011548436557000444,0.04938271604938272
SYNCOPE,17,IBK,UNDERSAMPLING,13,418,349,7,0.0,0.030162412993039442,0.65,0.5780312907431552,0.009541097492722809,0.057649667405764965
SYNCOPE,17,IBK,SMOTE,7,512,255,13,0.0,0.01348747591522158,0.35,0.35140156453715776,-0.024147751919153825,0.025974025974025976
SYNCOPE,17,IBK,COST_SENSITIVE_CLASSIFIER,2,91,676,18,271.0,0.021505376344086023,0.1,0.4906779661016949,-0.0067127483540856715,0.035398230088495575
SYNCOPE,18,IBK,NONE,1,13,640,16,0.0,0.07142857142857142,0.058823529411764705,0.718989280245023,0.042574159850203686,0.06451612903225808
SYNCOPE,18,IBK,BESTFIRST,1,28,625,16,0.0,0.034482758620689655,0.058823529411764705,0.7070083776236376,0.011865656633370808,0.043478260869565216
SYNCOPE,18,IBK,GREEDYSTEPWISE,1,28,625,16,0.0,0.034482758620689655,0.058823529411764705,0.7070083776236376,0.011865656633370808,0.043478260869565216
SYNCOPE,18,IBK,OVERSAMPLING,2,18,635,15,0.0,0.1,0.11764705882352941,0.620259436086839,0.08295313148071255,0.1081081081081081
