Index,Class,LOC,LOC_touched,NR,NFix,NAuth,LOC_added,MAX_LOC_added,Churn,MAX_Churn,AVG_Churn,AVG_Holiday,Buggy
3,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyStopDeliveryHandler.java,74,0,0,0,0,0,0,0,0,0.0,27.125,NO
3,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyPublishHander.java,62,0,0,0,0,0,0,0,0,0.0,27.125,NO
3,hedwig-client/src/main/java/org/apache/hedwig/client/api/MessageHandler.java,48,0,0,0,0,0,0,0,0,0.0,27.125,NO
3,hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkWorker.java,46,0,0,0,0,0,0,0,0,0.0,27.125,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/GarbageCollectorThread.java,577,176,7,15,3,122,67,68,59,9.714286,27.125,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DistributionSchedule.java,90,51,2,0,1,38,25,25,14,12.5,27.125,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerUnderreplicationManager.java,109,109,3,0,1,109,64,109,64,36.333332,27.125,NO
3,hedwig-server/src/main/java/org/apache/hedwig/server/delivery/DeliveryManager.java,92,72,5,5,1,64,28,56,27,11.2,27.125,NO
3,hedwig-client/src/main/java/org/apache/hedwig/util/PathUtils.java,56,0,0,0,0,0,0,0,0,0.0,27.125,NO
3,hedwig-protocol/src/main/java/org/apache/hedwig/protoextensions/MapUtils.java,74,74,1,0,1,74,74,74,74,74.0,27.125,NO
3,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/NettyHandlerMXBean.java,31,0,0,0,0,0,0,0,0,0.0,27.125,NO
3,hedwig-server/src/main/java/org/apache/hedwig/server/delivery/DeliveryEndPoint.java,28,0,0,0,0,0,0,0,0,0.0,27.125,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java,4088,4140,7,5,2,4114,1493,4088,1493,584.0,27.125,NO
3,hedwig-client/src/main/java/org/apache/hedwig/filter/ServerMessageFilter.java,47,47,1,0,1,47,47,47,47,47.0,27.125,NO
3,hedwig-client/src/main/java/org/apache/hedwig/client/netty/NetUtils.java,219,225,4,5,2,222,198,219,198,54.75,27.125,NO
3,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/AbstractSubscribeResponseHandler.java,377,427,3,10,1,402,363,377,363,125.666664,27.125,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java,1242,792,17,50,3,635,175,478,153,28.117647,27.125,YES
3,hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigClientImpl.java,125,448,9,15,2,105,29,-238,29,-26.444445,27.125,NO
3,hedwig-client/src/main/java/org/apache/hedwig/util/CallbackUtils.java,183,0,0,0,0,0,0,0,0,0.0,27.125,NO
3,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyConsumeHandler.java,58,0,0,0,0,0,0,0,0,0.0,27.125,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java,778,660,13,10,3,319,101,-22,83,-1.6923077,27.125,NO
3,hedwig-client/src/main/java/org/apache/hedwig/client/api/Client.java,42,0,0,0,0,0,0,0,0,0.0,27.125,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/BookKeeperConstants.java,45,47,2,0,1,46,45,45,45,22.5,27.125,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeper.java,648,176,10,25,3,121,73,66,66,6.6,27.125,YES
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServerBean.java,91,5,1,5,1,3,3,1,1,1.0,27.125,NO
3,hedwig-client/src/main/java/org/apache/hedwig/util/HedwigSocketAddress.java,143,0,0,0,0,0,0,0,0,0.0,27.125,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/ReadOnlyLedgerHandle.java,106,35,2,10,1,31,28,27,27,13.5,27.125,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/versioning/Version.java,62,64,2,5,1,63,32,62,32,31.0,27.125,NO
3,hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkSubscriber.java,142,9,2,5,1,5,3,1,2,0.5,27.125,NO
3,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/WriteCallback.java,111,111,1,0,1,111,111,111,111,111.0,27.125,NO
3,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/multiplex/MultiplexSubscribeResponseHandler.java,129,1177,3,5,1,653,622,129,622,43.0,27.125,NO
3,hedwig-client/src/main/java/org/apache/hedwig/filter/ClientMessageFilter.java,24,24,1,0,1,24,24,24,24,24.0,27.125,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerFragmentReplicator.java,422,612,4,5,1,517,298,422,298,105.5,27.125,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/SnapshotMap.java,131,131,1,0,1,131,131,131,131,131.0,27.125,NO
3,hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/ServerRedirectLoopException.java,38,0,0,0,0,0,0,0,0,0.0,27.125,NO
3,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/AbstractSubscriptionManager.java,798,440,10,15,2,313,94,186,74,18.6,27.125,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/RoundRobinDistributionSchedule.java,109,53,2,0,1,36,30,19,15,9.5,27.125,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/SyncCounter.java,85,0,0,0,0,0,0,0,0,0.0,27.125,NO
3,hedwig-client/src/main/java/org/apache/hedwig/client/netty/HChannelManager.java,160,160,1,0,1,160,160,160,160,160.0,27.125,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/Value.java,154,154,1,0,1,154,154,154,154,154.0,27.125,NO
3,hedwig-server/src/main/java/org/apache/hedwig/server/delivery/ChannelEndPoint.java,90,5,1,5,1,5,5,5,5,5.0,27.125,NO
3,hedwig-server/src/main/java/org/apache/hedwig/server/topics/TopicManager.java,80,0,0,0,0,0,0,0,0,0.0,27.125,YES
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/ReplicationWorker.java,357,575,8,0,1,466,289,357,289,44.625,27.125,NO
3,hedwig-server/src/main/java/org/apache/hedwig/server/netty/UmbrellaHandler.java,155,25,2,0,2,10,7,-5,1,-2.5,27.125,NO
3,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchReadThroughputLatency.java,271,0,0,0,0,0,0,0,0,0.0,27.125,NO
3,hedwig-server/src/main/java/org/apache/hedwig/server/regions/HedwigHubSubscriber.java,86,0,0,0,0,0,0,0,0,0.0,27.125,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManager.java,466,297,5,5,3,128,102,-41,4,-8.2,27.125,YES
3,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/MMSubscriptionManager.java,134,188,4,0,1,161,82,134,82,33.5,27.125,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCacheBean.java,27,0,0,0,0,0,0,0,0,0.0,27.125,NO
3,hedwig-server/src/main/java/org/apache/hedwig/server/common/TopicOpQueuer.java,111,0,0,0,0,0,0,0,0,0.0,27.125,NO
3,hedwig-server/src/main/java/org/apache/hedwig/server/meta/SubscriptionDataManager.java,159,221,3,0,1,190,118,159,118,53.0,27.125,NO
3,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ScanRequest.java,64,0,0,0,0,0,0,0,0,0.0,27.125,NO
3,hedwig-server/src/main/java/org/apache/hedwig/server/jmx/HedwigJMXService.java,37,0,0,0,0,0,0,0,0,0.0,27.125,NO
3,hedwig-server/src/main/java/org/apache/hedwig/server/topics/HubInfo.java,162,162,1,0,1,162,162,162,162,162.0,27.125,NO
3,hedwig-client/src/main/java/org/apache/hedwig/util/Option.java,43,0,0,0,0,0,0,0,0,0.0,27.125,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/HardLink.java,664,0,0,0,0,0,0,0,0,0.0,27.125,NO
3,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/CacheKey.java,74,0,0,0,0,0,0,0,0,0.0,27.125,NO
3,hedwig-server/src/main/java/org/apache/hedwig/server/jmx/HedwigMBeanRegistry.java,48,0,0,0,0,0,0,0,0,0.0,27.125,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/LocalBookKeeper.java,260,22,3,5,3,13,9,4,5,1.3333334,27.125,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java,978,603,12,45,3,338,164,73,91,6.0833335,27.125,NO
3,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ReadAheadCacheMXBean.java,45,0,0,0,0,0,0,0,0,0.0,27.125,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Journal.java,582,54,6,20,3,30,10,6,7,1.0,27.125,NO
3,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/simple/SimpleHChannelManager.java,358,370,4,10,1,364,308,358,308,89.5,27.125,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/BookieLedgerIndexer.java,136,148,3,5,2,142,139,136,139,45.333332,27.125,NO
3,hedwig-client/src/main/java/org/apache/hedwig/client/api/Publisher.java,89,30,2,5,1,28,26,26,25,13.0,27.125,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DigestManager.java,191,7,1,0,1,7,7,7,7,7.0,27.125,NO
3,hedwig-server/src/main/java/org/apache/hedwig/server/meta/TopicPersistenceManager.java,96,104,2,5,1,100,96,96,96,48.0,27.125,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ScanAndCompareGarbageCollector.java,106,108,1,0,1,108,108,108,108,108.0,27.125,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/AbstractConfiguration.java,236,131,5,5,2,127,54,123,54,24.6,27.125,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/ZkLedgerUnderreplicationManager.java,565,689,13,0,3,627,394,565,394,43.46154,27.125,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieProtocol.java,176,4,1,0,1,4,4,4,4,4.0,27.125,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/EntryFormatter.java,77,77,1,0,1,77,77,77,77,77.0,27.125,NO
3,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/NonSubscriptionChannelPipelineFactory.java,47,47,1,0,1,47,47,47,47,47.0,27.125,NO
3,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/SubscriptionManager.java,123,21,2,0,1,18,15,15,15,7.5,27.125,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/ZkVersion.java,69,75,2,5,1,72,65,69,65,34.5,27.125,NO
3,hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/ResubscribeException.java,34,34,1,5,1,34,34,34,34,34.0,27.125,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManagerFactory.java,250,320,4,0,2,236,145,152,109,38.0,27.125,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManagerFactory.java,93,103,4,0,2,98,72,93,72,23.25,27.125,NO
3,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/ResubscribeCallback.java,108,108,2,5,1,108,101,108,101,54.0,27.125,NO
3,hedwig-client/src/main/java/org/apache/hedwig/util/ConcurrencyUtils.java,49,0,0,0,0,0,0,0,0,0.0,27.125,NO
3,hedwig-server/src/main/java/org/apache/hedwig/server/meta/MetadataManagerFactory.java,213,269,4,5,1,241,163,213,163,53.25,27.125,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/ServerStats.java,150,6,1,5,1,4,4,2,2,2.0,27.125,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreException.java,34,34,1,0,1,34,34,34,34,34.0,27.125,NO
3,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyConfiguration.java,36,0,0,0,0,0,0,0,0,0.0,27.125,NO
3,hedwig-server/src/main/java/org/apache/hedwig/zookeeper/ZkUtils.java,117,38,1,0,1,38,38,38,38,38.0,27.125,NO
3,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/HedwigProxy.java,177,9,2,0,1,7,5,5,4,2.5,27.125,NO
3,hedwig-server/src/main/java/org/apache/hedwig/admin/HedwigAdmin.java,549,515,6,10,2,332,223,149,117,24.833334,27.125,NO
3,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyCloseSubscriptionHandler.java,70,70,1,0,1,70,70,70,70,70.0,27.125,NO
3,hedwig-client/src/main/java/org/apache/hedwig/client/netty/package-info.java,89,89,1,0,1,89,89,89,89,89.0,27.125,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/Auditor.java,503,651,4,0,1,577,234,503,234,125.75,27.125,YES
3,hedwig-server/src/main/java/org/apache/hedwig/server/benchmark/BookkeeperBenchmark.java,93,3,1,5,1,2,2,1,1,1.0,27.125,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCache.java,50,4,1,5,1,4,4,4,4,4.0,27.125,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerRecoveryOp.java,153,4,2,5,2,2,1,0,0,0.0,27.125,YES
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerLayout.java,244,121,5,0,3,78,53,35,35,7.0,27.125,NO
3,hedwig-server/src/main/java/org/apache/hedwig/server/delivery/DeliveryCallback.java,27,0,0,0,0,0,0,0,0,0.0,27.125,NO
3,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchThroughputLatency.java,458,21,1,0,1,14,14,7,7,7.0,27.125,NO
3,hedwig-client/src/main/java/org/apache/hedwig/filter/MessageFilterBase.java,50,50,1,0,1,50,50,50,50,50.0,27.125,NO
3,hedwig-server/src/main/java/org/apache/hedwig/server/benchmark/AbstractBenchmark.java,106,7,1,5,1,4,4,1,1,1.0,27.125,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/zookeeper/ZooKeeperWatcherBase.java,94,94,1,5,1,94,94,94,94,94.0,27.125,NO
3,hedwig-client/src/main/java/org/apache/hedwig/util/VarArgs.java,26,26,1,0,1,26,26,26,26,26.0,27.125,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ClientConfiguration.java,314,110,4,5,1,74,36,38,36,9.5,27.125,NO
3,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/AbstractResponseHandler.java,156,156,1,0,1,156,156,156,156,156.0,27.125,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/InterleavedLedgerStorage.java,188,81,8,10,2,41,13,1,10,0.125,27.125,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerDeleteOp.java,79,28,3,5,2,13,6,-2,1,-0.6666667,27.125,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCacheImpl.java,928,274,9,20,2,207,93,140,72,15.555555,27.125,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCacheMXBean.java,60,0,0,0,0,0,0,0,0,0.0,27.125,NO
3,hedwig-server/src/main/java/org/apache/hedwig/server/regions/HedwigHubClient.java,48,0,0,0,0,0,0,0,0,0.0,27.125,NO
3,hedwig-protocol/src/main/java/org/apache/hedwig/exceptions/PubSubException.java,254,118,6,10,2,105,42,92,42,15.333333,27.125,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieException.java,154,6,1,0,1,5,5,4,4,4.0,27.125,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerFragment.java,147,189,5,5,2,168,112,147,112,29.4,27.125,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingAddOp.java,182,107,5,20,3,60,42,13,34,2.6,27.125,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BKStats.java,248,14,1,5,1,13,13,12,12,12.0,27.125,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerCreateOp.java,137,45,4,5,2,16,9,-13,3,-3.25,27.125,NO
3,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/HChannelImpl.java,371,371,1,0,1,371,371,371,371,371.0,27.125,NO
3,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/LocalDBPersistenceManager.java,489,14,3,0,2,11,5,8,5,2.6666667,27.125,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/NIOServerFactory.java,558,37,2,5,2,33,31,29,31,14.5,27.125,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/HandleFactoryImpl.java,66,0,0,0,0,0,0,0,0,0.0,27.125,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/DiskChecker.java,168,174,2,5,2,171,166,168,166,84.0,27.125,NO
3,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/ConsumeHandler.java,72,0,0,0,0,0,0,0,0,0.0,27.125,NO
3,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/CancelScanRequest.java,27,27,1,0,1,27,27,27,27,27.0,27.125,NO
3,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyStartDeliveryHandler.java,132,0,0,0,0,0,0,0,0,0.0,27.125,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieShell.java,928,962,5,5,3,945,684,928,684,185.6,27.125,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Cookie.java,260,138,3,5,2,101,88,64,61,21.333334,27.125,NO
3,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyUnsubscribeHandler.java,74,0,0,0,0,0,0,0,0,0.0,27.125,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/HandleFactory.java,32,0,0,0,0,0,0,0,0,0.0,27.125,NO
3,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/MySqlClient.java,137,0,0,0,0,0,0,0,0,0.0,27.125,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookkeeperInternalCallbacks.java,132,2,1,0,1,1,1,0,0,0.0,27.125,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/ReplicationException.java,74,88,3,0,2,81,63,74,63,24.666666,27.125,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/MacDigestManager.java,84,0,0,0,0,0,0,0,0,0.0,27.125,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/streaming/LedgerOutputStream.java,148,0,0,0,0,0,0,0,0,0.0,27.125,NO
3,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/InMemorySubscriptionManager.java,125,81,5,10,2,64,20,47,16,9.4,27.125,NO
3,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/CloseSubscriptionHandler.java,105,105,1,0,1,105,105,105,105,105.0,27.125,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerChecker.java,273,297,4,0,1,285,274,273,274,68.25,27.125,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/streaming/LedgerInputStream.java,174,0,0,0,0,0,0,0,0,0.0,27.125,NO
3,hedwig-server/src/main/java/org/apache/hedwig/admin/console/HedwigConsole.java,1033,306,7,15,2,149,83,-8,26,-1.1428572,27.125,NO
3,hedwig-protocol/src/main/java/org/apache/hedwig/protoextensions/PubSubResponseUtils.java,68,27,3,0,2,26,18,25,18,8.333333,27.125,NO
3,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/TestClient.java,357,41,1,5,1,15,15,-11,0,-11.0,27.125,NO
3,hedwig-server/src/main/java/org/apache/hedwig/server/netty/PubSubServerPipelineFactory.java,76,0,0,0,0,0,0,0,0,0.0,27.125,NO
3,hedwig-server/src/main/java/org/apache/hedwig/server/netty/PubSubServerBean.java,83,8,1,5,1,7,7,6,6,6.0,27.125,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/GarbageCollector.java,51,51,1,0,1,51,51,51,51,51.0,27.125,NO
3,hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigPublisher.java,151,329,6,15,2,119,45,-91,40,-15.166667,27.125,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/CRC32DigestManager.java,55,0,0,0,0,0,0,0,0,0.0,27.125,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreCallback.java,25,25,1,0,1,25,25,25,25,25.0,27.125,NO
3,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/ChannelDisconnectListener.java,29,0,0,0,0,0,0,0,0,0.0,27.125,NO
3,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/Handler.java,37,0,0,0,0,0,0,0,0,0.0,27.125,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BufferedChannel.java,180,0,0,0,0,0,0,0,0,0.0,27.125,NO
3,hedwig-server/src/main/java/org/apache/hedwig/zookeeper/SafeAsyncZKCallback.java,98,0,0,0,0,0,0,0,0,0.0,27.125,NO
3,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchBookie.java,215,0,0,0,0,0,0,0,0,0.0,27.125,NO
3,hedwig-server/src/main/java/org/apache/hedwig/server/common/ByteStringInterner.java,38,11,1,5,1,2,2,-7,0,-7.0,27.125,NO
3,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/DefaultServerChannel.java,92,92,1,0,1,92,92,92,92,92.0,27.125,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/JournalChannel.java,158,4,1,5,1,2,2,0,0,0.0,27.125,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/jmx/BKMBeanInfo.java,27,0,0,0,0,0,0,0,0,0.0,27.125,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/OrderedSafeExecutor.java,140,42,2,10,2,42,33,42,33,21.0,27.125,NO
3,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/MessageConsumeCallback.java,117,129,3,5,2,75,41,21,27,7.0,27.125,NO
3,hedwig-server/src/main/java/org/apache/hedwig/server/regions/HedwigHubClientFactory.java,74,26,1,5,1,20,20,14,14,14.0,27.125,NO
3,hedwig-client/src/main/java/org/apache/hedwig/client/data/TopicSubscriber.java,74,0,0,0,0,0,0,0,0,0.0,27.125,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/AutoRecoveryMain.java,273,313,6,10,2,293,267,273,267,45.5,27.125,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MSException.java,214,214,1,0,1,214,214,214,214,214.0,27.125,NO
3,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/UnsubscribeResponseHandler.java,85,51,2,0,2,26,17,1,2,0.5,27.125,NO
3,hedwig-server/src/main/java/org/apache/hedwig/server/topics/HubServerManager.java,108,108,1,0,1,108,108,108,108,108.0,27.125,YES
3,hedwig-server/src/main/java/org/apache/hedwig/server/topics/HubLoad.java,130,132,2,0,1,131,130,130,130,65.0,27.125,YES
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerEntryPage.java,163,0,0,0,0,0,0,0,0,0.0,27.125,NO
3,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/multiplex/MultiplexSubscriptionChannelPipelineFactory.java,49,49,1,0,1,49,49,49,49,49.0,27.125,NO
3,hedwig-server/src/main/java/org/apache/hedwig/data/MessageFormatter.java,123,123,1,0,1,123,123,123,123,123.0,27.125,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/FlatLedgerManagerFactory.java,92,102,4,0,2,97,72,92,72,23.0,27.125,NO
3,hedwig-protocol/src/main/java/org/apache/hedwig/protoextensions/SubscriptionStateUtils.java,100,59,1,0,1,59,59,59,59,59.0,27.125,NO
3,hedwig-client/src/main/java/org/apache/hedwig/client/netty/VoidCallbackAdapter.java,42,42,2,5,2,42,25,42,25,21.0,27.125,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/SafeRunnable.java,39,0,0,0,0,0,0,0,0,0.0,27.125,NO
3,hedwig-server/src/main/java/org/apache/hedwig/server/ssl/SslServerContextFactory.java,53,0,0,0,0,0,0,0,0,0.0,27.125,NO
3,hedwig-server/src/main/java/org/apache/hedwig/server/topics/AbstractTopicManager.java,204,5,1,0,1,4,4,3,3,3.0,27.125,YES
3,hedwig-client/src/main/java/org/apache/hedwig/client/HedwigClient.java,72,0,0,0,0,0,0,0,0,0.0,27.125,NO
3,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/PersistenceManager.java,99,5,1,0,1,5,5,5,5,5.0,27.125,NO
3,hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/NoResponseHandlerException.java,34,34,1,5,1,34,34,34,34,34.0,27.125,NO
3,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/Factory.java,22,0,0,0,0,0,0,0,0,0.0,27.125,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieMXBean.java,31,0,0,0,0,0,0,0,0,0.0,27.125,NO
3,hedwig-client/src/main/java/org/apache/hedwig/util/FileUtils.java,98,0,0,0,0,0,0,0,0,0.0,27.125,NO
3,hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/AlreadyStartDeliveryException.java,36,0,0,0,0,0,0,0,0,0.0,27.125,NO
3,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/BookkeeperPersistenceManager.java,1262,1034,11,30,3,695,330,356,199,32.363636,27.125,NO
3,hedwig-server/src/main/java/org/apache/hedwig/server/delivery/FIFODeliveryManager.java,885,641,14,30,3,476,125,311,118,22.214285,27.125,NO
3,hedwig-server/src/main/java/org/apache/hedwig/server/netty/PubSubServer.java,525,165,9,15,3,127,40,89,28,9.888889,27.125,NO
3,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/simple/SimpleSubscribeResponseHandler.java,277,1271,5,10,1,774,538,277,538,55.4,27.125,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/MSLedgerManagerFactory.java,601,903,2,0,2,752,691,601,691,300.5,27.125,NO
3,hedwig-server/src/main/java/org/apache/hedwig/server/netty/ServerStats.java,202,11,1,5,1,11,11,11,11,11.0,27.125,NO
3,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ReadAheadCacheBean.java,64,4,2,10,1,2,1,0,0,0.0,27.125,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileInfo.java,361,112,3,5,1,109,63,106,62,35.333332,27.125,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServer.java,624,165,10,25,3,141,49,117,46,11.7,27.125,NO
3,hedwig-server/src/main/java/org/apache/hedwig/server/common/ServerConfiguration.java,584,347,12,20,3,316,140,285,121,23.75,27.125,YES
3,hedwig-server/src/main/java/org/apache/hedwig/zookeeper/SafeAsynBKCallback.java,103,0,0,0,0,0,0,0,0,0.0,27.125,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieClient.java,275,76,2,10,1,62,41,48,34,24.0,27.125,NO
3,hedwig-client/src/main/java/org/apache/hedwig/util/Pair.java,42,0,0,0,0,0,0,0,0,0.0,27.125,NO
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetaStore.java,79,79,1,0,1,79,79,79,79,79.0,27.125,NO
3,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/BaseHandler.java,67,0,0,0,0,0,0,0,0,0.0,27.125,NO
