ID,Size,Predicted %,Actual value
0,115,9.363295880149812E-4,NO
1,329,4.686035613870665E-4,NO
2,35,3.1249999999999995E-4,NO
3,390,4.686035613870665E-4,NO
4,84,4.686035613870665E-4,NO
5,70,4.686035613870665E-4,NO
6,92,9.363295880149812E-4,NO
7,89,9.363295880149812E-4,NO
8,63,3.1249999999999995E-4,NO
9,51,3.1249999999999995E-4,NO
10,147,9.363295880149812E-4,NO
11,179,3.1249999999999995E-4,NO
12,282,0.9997655883731832,NO
13,295,4.686035613870665E-4,NO
14,106,1.339764201500536E-4,NO
15,47,9.363295880149812E-4,NO
16,45,2.344116268166901E-4,NO
17,90,9.363295880149812E-4,NO
18,691,0.9990636704119848,YES
19,62,3.1249999999999995E-4,NO
20,35,3.1249999999999995E-4,NO
21,172,3.1249999999999995E-4,NO
22,94,9.363295880149812E-4,YES
23,27,1.5629884338855892E-4,NO
24,191,3.1249999999999995E-4,NO
25,66,9.363295880149812E-4,NO
26,82,4.686035613870665E-4,NO
27,43,3.1249999999999995E-4,NO
28,189,3.1249999999999995E-4,YES
29,101,9.363295880149812E-4,NO
30,87,9.363295880149812E-4,NO
31,495,9.363295880149812E-4,YES
32,153,4.686035613870665E-4,YES
33,44,3.1249999999999995E-4,NO
34,308,4.686035613870665E-4,YES
35,50,3.1249999999999995E-4,NO
36,437,9.363295880149812E-4,NO
37,74,1.5629884338855892E-4,NO
38,62,3.1249999999999995E-4,NO
39,65,4.686035613870665E-4,NO
40,48,2.344116268166901E-4,NO
41,46,9.363295880149812E-4,NO
42,577,9.363295880149812E-4,YES
43,90,9.363295880149812E-4,NO
44,109,1.875468867216804E-4,NO
45,92,9.363295880149812E-4,NO
46,226,4.686035613870665E-4,NO
47,56,9.363295880149812E-4,NO
48,74,1.5629884338855892E-4,NO
49,31,1.875468867216804E-4,NO
50,28,4.686035613870665E-4,NO
51,4088,9.363295880149812E-4,NO
52,47,9.363295880149812E-4,NO
53,221,4.686035613870665E-4,NO
54,377,9.363295880149812E-4,NO
55,1248,0.9995313964386127,YES
56,125,3.1249999999999995E-4,NO
57,183,3.1249999999999995E-4,NO
58,58,3.1249999999999995E-4,NO
59,792,9.363295880149812E-4,YES
60,42,2.344116268166901E-4,NO
61,45,2.344116268166901E-4,NO
62,648,9.363295880149812E-4,YES
63,84,0.9995313964386127,NO
64,143,4.686035613870665E-4,NO
65,106,1.339764201500536E-4,NO
66,62,3.1249999999999995E-4,NO
67,148,4.686035613870665E-4,NO
68,111,1.875468867216804E-4,NO
69,129,3.1249999999999995E-4,NO
70,24,1.5629884338855892E-4,NO
71,422,9.363295880149812E-4,YES
72,131,3.1249999999999995E-4,NO
73,189,4.686035613870665E-4,NO
74,38,4.686035613870665E-4,NO
75,69,4.686035613870665E-4,NO
76,804,2.344116268166901E-4,NO
77,109,1.875468867216804E-4,NO
78,85,9.363295880149812E-4,NO
79,160,9.363295880149812E-4,NO
80,156,9.363295880149812E-4,NO
81,90,9.363295880149812E-4,NO
82,88,3.1249999999999995E-4,YES
83,359,0.9997655883731832,YES
84,155,0.9996874999999998,NO
