ID,Size,Predicted %,Actual value
0,68,1.0,YES
1,115,0.0,NO
2,329,1.0,NO
3,35,0.0,NO
4,77,1.0,NO
5,63,1.0,NO
6,51,0.0,NO
7,179,0.0,NO
8,282,1.0,NO
9,53,1.0,NO
10,106,1.0,NO
11,81,1.0,NO
12,47,0.0,NO
13,45,1.0,NO
14,90,1.0,NO
15,860,1.0,YES
16,62,0.0,NO
17,35,0.0,NO
18,172,1.0,NO
19,97,1.0,NO
20,27,0.0,NO
21,191,0.0,NO
22,43,0.0,NO
23,45,0.0,NO
24,63,1.0,NO
25,530,1.0,NO
26,308,1.0,YES
27,50,0.0,NO
28,437,1.0,NO
29,74,0.0,NO
30,62,0.0,NO
31,48,0.0,NO
32,109,1.0,YES
33,226,0.0,NO
34,356,1.0,NO
35,28,0.0,NO
36,4088,1.0,NO
37,47,0.0,NO
38,1248,1.0,YES
39,128,0.0,NO
40,877,1.0,YES
41,83,1.0,NO
42,849,1.0,YES
43,143,1.0,NO
44,43,1.0,NO
45,49,0.0,NO
46,24,0.0,NO
47,131,0.0,NO
48,199,1.0,NO
49,38,1.0,NO
50,69,1.0,NO
51,804,1.0,NO
52,85,0.0,NO
53,156,1.0,NO
54,90,1.0,NO
55,88,1.0,YES
56,86,0.0,NO
57,476,1.0,YES
58,134,0.0,NO
59,27,0.0,NO
60,39,0.0,NO
61,37,0.0,NO
62,162,1.0,NO
63,76,0.0,NO
64,666,1.0,NO
65,189,1.0,NO
66,263,1.0,YES
67,1059,1.0,YES
68,45,1.0,NO
69,839,1.0,NO
70,358,1.0,NO
71,136,0.0,YES
72,106,1.0,NO
73,237,0.0,NO
74,565,1.0,YES
75,77,1.0,NO
76,69,1.0,NO
77,34,0.0,NO
78,25,0.0,NO
79,73,0.0,NO
80,624,1.0,NO
81,108,1.0,NO
82,49,0.0,NO
83,213,0.0,NO
84,47,0.0,NO
85,34,0.0,NO
86,117,0.0,NO
87,63,1.0,NO
88,70,1.0,NO
89,517,1.0,YES
90,94,1.0,NO
91,244,1.0,NO
92,27,0.0,NO
93,47,0.0,NO
94,50,0.0,NO
95,424,1.0,YES
96,314,1.0,YES
97,90,1.0,YES
98,175,1.0,NO
99,50,1.0,NO
100,157,1.0,NO
101,248,1.0,NO
102,371,1.0,NO
103,491,1.0,NO
104,180,0.0,NO
105,27,0.0,NO
106,64,1.0,NO
107,72,1.0,NO
108,74,0.0,NO
109,32,0.0,NO
110,138,0.0,NO
111,148,1.0,YES
112,74,0.0,YES
113,86,0.0,NO
114,148,1.0,NO
115,125,0.0,NO
116,105,1.0,NO
117,271,1.0,YES
118,68,1.0,NO
119,358,1.0,NO
120,83,0.0,NO
121,51,0.0,NO
122,29,0.0,NO
123,37,0.0,NO
124,204,1.0,NO
125,98,1.0,NO
126,135,0.0,NO
127,92,1.0,NO
128,117,0.0,NO
129,117,0.0,NO
130,74,0.0,NO
131,74,0.0,NO
132,108,1.0,YES
133,224,1.0,NO
134,49,0.0,NO
135,123,0.0,NO
136,100,1.0,NO
137,53,0.0,NO
138,266,1.0,YES
139,72,0.0,NO
140,27,0.0,NO
141,98,1.0,NO
142,36,0.0,NO
143,979,1.0,NO
144,535,1.0,NO
145,202,0.0,NO
146,310,1.0,YES
147,79,1.0,NO
148,67,1.0,NO
149,264,1.0,NO
150,44,1.0,NO
151,319,1.0,NO
152,41,0.0,NO
153,163,1.0,NO
154,70,1.0,NO
155,55,1.0,NO
156,129,0.0,NO
157,78,1.0,YES
158,56,0.0,NO
159,107,1.0,NO
160,55,1.0,NO
161,69,1.0,NO
162,32,0.0,NO
163,327,1.0,YES
164,50,0.0,NO
165,343,1.0,NO
166,72,0.0,NO
167,343,1.0,YES
168,867,1.0,NO
169,183,0.0,NO
170,223,0.0,NO
171,45,0.0,NO
172,194,1.0,NO
173,165,1.0,NO
174,183,0.0,NO
175,171,1.0,NO
176,257,1.0,NO
177,63,1.0,NO
178,40,0.0,NO
179,164,1.0,NO
180,57,0.0,NO
181,380,1.0,NO
182,71,0.0,NO
183,261,1.0,NO
184,179,0.0,NO
185,2009,1.0,NO
186,100,1.0,NO
187,141,0.0,NO
188,54,0.0,NO
189,184,0.0,NO
190,474,1.0,YES
191,49,0.0,NO
192,200,0.0,NO
193,94,1.0,NO
194,77,1.0,NO
195,16883,1.0,NO
196,867,1.0,YES
197,106,1.0,NO
198,152,1.0,NO
199,72,0.0,NO
200,373,1.0,NO
201,75,0.0,NO
202,52,0.0,NO
203,86,0.0,NO
204,88,1.0,YES
205,62,0.0,NO
206,153,1.0,NO
207,76,1.0,NO
208,47,0.0,NO
209,53,0.0,NO
210,151,1.0,NO
211,37,0.0,NO
212,41,0.0,NO
213,677,1.0,NO
214,104,1.0,NO
215,77,1.0,NO
216,39,0.0,NO
217,185,0.0,NO
218,51,0.0,NO
219,126,0.0,YES
220,63,1.0,NO
221,390,1.0,NO
222,84,0.0,NO
223,70,1.0,NO
224,92,0.0,NO
225,89,1.0,NO
226,147,1.0,NO
227,295,1.0,NO
228,83,0.0,NO
229,99,1.0,NO
230,66,1.0,NO
231,82,0.0,NO
232,205,1.0,YES
233,101,0.0,NO
234,87,0.0,NO
235,166,1.0,NO
236,44,1.0,NO
237,65,0.0,NO
238,46,0.0,NO
239,637,1.0,NO
240,90,1.0,NO
241,876,1.0,NO
242,92,1.0,NO
243,547,1.0,YES
244,56,0.0,NO
245,74,0.0,NO
246,31,0.0,NO
247,31,0.0,NO
248,221,0.0,NO
249,377,1.0,NO
250,183,0.0,NO
251,58,0.0,NO
252,60,1.0,NO
253,42,0.0,NO
254,45,1.0,NO
255,84,0.0,NO
256,167,1.0,YES
257,62,0.0,NO
258,61,1.0,NO
259,148,1.0,NO
260,335,1.0,YES
261,111,1.0,NO
262,129,0.0,NO
263,422,1.0,YES
264,109,1.0,NO
265,160,1.0,NO
266,362,1.0,YES
267,155,1.0,NO
268,274,1.0,YES
269,111,1.0,NO
270,31,0.0,NO
271,159,1.0,NO
272,64,1.0,NO
273,131,1.0,NO
274,43,0.0,NO
275,96,1.0,NO
276,74,0.0,NO
277,48,0.0,NO
278,89,1.0,NO
279,191,0.0,NO
280,96,1.0,NO
281,346,1.0,NO
282,47,0.0,NO
283,123,0.0,NO
284,252,1.0,NO
285,132,0.0,NO
286,93,1.0,NO
287,323,1.0,NO
288,101,0.0,NO
289,36,0.0,NO
290,182,0.0,NO
291,550,1.0,NO
292,89,1.0,NO
293,50,0.0,NO
294,190,1.0,NO
295,152,1.0,NO
296,142,0.0,NO
297,461,1.0,YES
298,512,1.0,NO
299,106,1.0,NO
300,97,1.0,NO
301,26,0.0,NO
302,156,1.0,NO
303,48,0.0,NO
304,254,1.0,NO
305,69,1.0,NO
306,147,1.0,NO
307,207,1.0,YES
308,152,1.0,NO
309,68,1.0,YES
310,182,1.0,NO
311,72,0.0,NO
312,90,1.0,NO
313,73,1.0,NO
314,132,0.0,NO
315,1008,1.0,YES
316,262,1.0,NO
317,752,1.0,NO
318,174,1.0,NO
319,1038,1.0,NO
320,72,1.0,NO
