ID,Size,Predicted %,Actual value
0,222,0.58,NO
1,44,0.16,NO
2,66,0.61,NO
3,117,0.35,NO
4,45,0.22,NO
5,187,0.5,NO
6,129,0.4725,NO
7,254,0.67,NO
8,26,0.02,NO
9,309,0.62,NO
10,218,0.52,NO
11,94,0.5,NO
12,37,0.04,NO
13,30,0.09,NO
14,36,0.04,NO
15,62,0.63,NO
16,53,0.5,NO
17,49,0.105,NO
18,170,0.51,NO
19,79,0.59,NO
20,31,0.13,NO
21,47,0.4416666666666667,NO
22,31,0.01,NO
23,32,0.06,NO
24,35,0.04,NO
25,90,0.42,NO
26,89,0.4333333333333333,NO
27,39,0.1415,NO
28,70,0.08583333333333334,NO
29,47,0.4416666666666667,NO
30,136,0.44,YES
31,112,0.39,NO
32,71,0.74,NO
33,150,0.7,NO
34,90,0.42,NO
35,97,0.44,NO
36,34,0.06,NO
37,30,0.09,NO
38,38,0.06333333333333334,NO
39,81,0.58,NO
40,25,0.04,NO
41,132,0.47,NO
42,47,0.4416666666666667,NO
43,201,0.51,NO
44,80,0.93,NO
45,95,0.42,NO
46,122,0.41,NO
47,52,0.51,NO
48,111,0.39,NO
49,32,0.06,NO
50,117,0.35,NO
51,54,0.65,NO
52,467,0.72,NO
53,264,0.6,NO
54,41,0.045,NO
55,123,0.44,NO
56,47,0.4416666666666667,NO
57,42,0.08,NO
58,51,0.54,NO
59,46,0.55,NO
60,103,0.44,NO
61,110,0.35,NO
62,40,0.05,NO
63,118,0.34,NO
64,32,0.06,NO
65,36,0.04,NO
66,108,0.34,NO
67,35,0.04,NO
68,42,0.08,NO
69,96,0.42,NO
70,160,0.74,NO
71,206,0.51,NO
72,412,0.73,NO
73,111,0.39,NO
74,73,0.82,NO
75,139,0.5166666666666666,NO
76,60,0.69,NO
77,88,0.4333333333333333,NO
78,107,0.36,NO
79,107,0.71,NO
80,35,0.04,NO
81,46,0.55,NO
82,83,0.53,NO
83,33,0.13,NO
84,101,0.44,NO
85,195,0.58,NO
86,59,0.7,NO
87,77,0.61,NO
88,217,0.52,NO
89,652,0.88,NO
90,306,0.65,NO
91,46,0.55,NO
92,34,0.06,NO
93,92,0.43,NO
94,25,0.04,NO
95,879,0.88,YES
96,47,0.4416666666666667,YES
97,39,0.1415,NO
98,593,0.71,NO
99,90,0.42,NO
100,401,0.73,NO
101,105,0.43,NO
102,51,0.54,NO
103,365,0.69,NO
104,82,0.55,NO
105,101,0.44,NO
106,45,0.22,NO
107,49,0.105,NO
108,105,0.43,NO
109,66,0.61,NO
110,25,0.04,NO
111,313,0.5,NO
112,79,0.59,NO
113,55,0.76,NO
114,105,0.43,NO
115,152,0.71,NO
116,36,0.04,NO
117,176,0.54,NO
118,80,0.58,NO
119,36,0.04,NO
120,39,0.1415,NO
121,170,0.51,NO
122,29,0.01,NO
123,31,0.13,NO
124,322,0.68,NO
125,44,0.16,NO
126,52,0.51,NO
127,66,0.61,NO
128,105,0.43,NO
129,72,0.75,NO
130,249,0.7,NO
131,95,0.42,NO
132,31,0.13,NO
133,343,0.69,NO
134,69,0.64,NO
135,58,0.74,NO
136,23,0.11,NO
137,90,0.42,NO
138,131,0.5,NO
139,23,0.11,NO
140,39,0.1415,NO
141,62,0.63,NO
142,32,0.06,NO
143,219,0.53,NO
144,62,0.63,NO
145,37,0.04,NO
146,44,0.16,NO
147,109,0.36,NO
148,183,0.53,NO
