ID,Size,Predicted %,Actual value
0,58,0.51,NO
1,126,0.21,NO
2,66,0.31,NO
3,64,0.29,NO
4,129,0.22,YES
5,78,0.36,NO
6,53,0.6,NO
7,226,0.67,YES
8,84,0.22,NO
9,26,0.0,NO
10,67,0.29,NO
11,75,0.66,NO
12,41,0.01,NO
13,109,0.26,NO
14,41,0.01,NO
15,40,0.0,NO
16,73,0.56,NO
17,37,0.0,NO
18,646,0.59,NO
19,208,0.68,NO
20,187,0.76,NO
21,147,0.44,NO
22,365,0.67,NO
23,221,0.67,NO
24,84,0.22,NO
25,176,0.45,NO
26,37,0.0,NO
27,89,0.22,NO
28,135,0.24,NO
29,37,0.0,NO
30,215,0.67,YES
31,489,0.59,NO
32,54,0.64,NO
33,86,0.22,NO
34,42,0.01,NO
35,61,0.29,NO
36,127,0.21,NO
37,121,0.22,YES
38,54,0.64,NO
39,42,0.01,NO
40,39,0.0,NO
41,75,0.66,NO
42,264,0.81,NO
43,301,0.81,NO
44,426,0.6,NO
45,36,0.0,NO
46,42,0.01,NO
47,125,0.21,NO
48,300,0.81,NO
49,43,0.02,NO
50,185,0.76,NO
51,232,0.66,NO
52,75,0.66,NO
53,203,0.68,NO
54,90,0.22,NO
55,66,0.31,NO
56,75,0.66,NO
57,204,0.68,NO
58,74,0.66,NO
59,43,0.02,NO
60,180,0.49,YES
61,99,0.24,NO
62,120,0.22,NO
63,73,0.56,NO
64,73,0.56,NO
65,103,0.24,NO
66,287,0.81,NO
67,130,0.22,YES
68,115,0.22,NO
69,152,0.44,NO
70,144,0.43,NO
71,101,0.24,NO
72,102,0.24,NO
73,40,0.0,NO
74,225,0.67,NO
75,103,0.24,NO
76,32,0.0,NO
77,250,0.81,NO
78,84,0.22,NO
79,170,0.44,NO
80,165,0.44,NO
81,102,0.24,NO
82,189,0.76,NO
83,72,0.54,NO
84,89,0.22,YES
85,143,0.43,NO
86,319,0.74,NO
87,19,0.01,NO
88,32,0.0,NO
89,278,0.81,NO
90,69,0.31,NO
91,75,0.66,NO
92,173,0.45,YES
93,28,0.0,NO
94,195,0.77,NO
95,86,0.22,NO
96,44,0.02,NO
97,100,0.23,YES
98,48,0.08,NO
99,28,0.0,NO
100,269,0.81,NO
101,31,0.0,NO
102,32,0.0,NO
103,215,0.67,YES
104,441,0.59,YES
105,149,0.44,NO
106,102,0.24,NO
107,156,0.44,NO
108,34,0.0,NO
109,110,0.26,NO
110,28,0.0,NO
111,48,0.08,YES
112,68,0.28,NO
113,66,0.31,NO
114,164,0.44,YES
115,65,0.3,NO
116,166,0.44,NO
117,510,0.59,NO
118,27,0.0,NO
119,38,0.0,NO
120,29,0.0,NO
121,110,0.26,NO
122,50,0.3,NO
123,159,0.44,YES
124,39,0.0,NO
125,19,0.01,NO
126,193,0.77,NO
127,47,0.08,NO
128,52,0.49,NO
129,35,0.0,NO
130,56,0.5,NO
131,67,0.29,NO
132,346,0.67,YES
133,382,0.66,YES
134,52,0.49,NO
135,289,0.81,YES
136,45,0.02,NO
137,52,0.49,NO
138,581,0.58,YES
139,30,0.0,NO
140,55,0.64,NO
141,57,0.5,NO
142,28,0.0,NO
143,63,0.29,NO
144,119,0.22,NO
145,41,0.01,NO
146,74,0.66,NO
147,184,0.76,NO
148,30,0.0,NO
149,397,0.62,NO
150,41,0.01,NO
151,109,0.26,NO
152,196,0.71,YES
153,57,0.5,NO
154,37,0.0,NO
155,165,0.44,NO
156,84,0.22,NO
157,69,0.31,NO
158,483,0.59,NO
159,113,0.26,NO
160,46,0.09,NO
161,39,0.0,YES
162,77,0.35,NO
163,149,0.44,YES
164,100,0.23,NO
165,55,0.64,NO
166,28,0.0,NO
167,133,0.22,NO
168,250,0.81,YES
169,52,0.49,NO
170,41,0.01,NO
171,57,0.5,YES
172,79,0.36,NO
173,40,0.0,NO
174,32,0.0,NO
175,67,0.29,YES
176,162,0.44,NO
177,141,0.28,NO
178,33,0.0,NO
179,87,0.22,NO
180,81,0.36,NO
181,102,0.24,NO
182,31,0.0,NO
183,19,0.01,NO
184,43,0.02,NO
185,38,0.0,NO
186,78,0.36,NO
187,52,0.49,NO
188,41,0.01,NO
189,87,0.22,NO
190,53,0.6,NO
191,166,0.44,NO
192,92,0.23,NO
193,105,0.24,NO
194,59,0.38,NO
195,355,0.67,NO
196,110,0.26,NO
197,83,0.27,NO
198,54,0.64,NO
199,41,0.01,YES
200,201,0.68,NO
201,157,0.44,NO
202,365,0.67,NO
203,73,0.56,NO
204,540,0.59,NO
205,41,0.01,NO
206,53,0.6,NO
207,118,0.22,NO
208,132,0.22,NO
209,100,0.23,NO
210,78,0.36,NO
211,108,0.25,NO
212,40,0.0,NO
213,100,0.23,NO
214,75,0.66,NO
215,72,0.54,NO
216,47,0.08,YES
217,34,0.0,NO
218,89,0.63,NO
219,41,0.01,NO
